date,player,ship,location,faults
2026-12-03,Bob,1,Reef,375
2026-12-03,Bob,4,Sol,261
2026-12-03,Charlie,0,Task,278
2026-12-03,Charlie,2,Stan,231
2026-12-03,Charlie,4,Quin,1234
2026-12-04,Alice,0,Ivan,347
2026-12-04,Alice,3,Reef,1400
2026-12-04,Bob,0,Task,140
2026-12-04,Bob,1,Boyd,220
2026-12-04,Bob,3,Ivan,264
2026-12-04,Bob,4,Stan,165
2026-12-04,Bob,6,York,1250
2026-12-04,Charlie,0,Sol,320
2026-12-04,Charlie,1,Ivan,182
2026-12-04,Charlie,2,Task,420
2026-12-04,Charlie,3,Gaol,1419
2026-12-05,Alice,0,Task,187
2026-12-05,Alice,1,Quin,1118
2026-12-05,Alice,3,Gaol,956
2026-12-05,Bob,0,Reef,173
2026-12-05,Bob,2,Task,1116
2026-12-05,Bob,4,Ivan,304
2026-12-05,Bob,5,Sol,116
2026-12-05,Bob,6,Task,1449
2026-12-05,Charlie,0,Fate,1173
2026-12-05,Charlie,2,Reef,1226
2026-12-05,Charlie,3,Hook,318
2026-12-05,Charlie,5,Stan,286
2026-12-06,Alice,1,Kirk,1226
2026-12-06,Alice,2,Quin,1384
2026-12-06,Alice,3,Fate,1184
2026-12-06,Bob,0,Task,1253
2026-12-06,Bob,1,Task,1239
2026-12-06,Bob,2,Fate,1418
2026-12-06,Bob,4,Stan,323
2026-12-06,Bob,6,Task,1166
2026-12-06,Charlie,0,Quin,1116
2026-12-06,Charlie,1,Fate,1147
2026-12-06,Charlie,2,Quin,1245
2026-12-06,Charlie,4,Stan,288
2026-12-06,Charlie,5,Hook,268
2026-12-07,Alice,0,Quin,1263
2026-12-07,Alice,1,Ivan,258
2026-12-07,Alice,2,Sol,85
2026-12-07,Alice,3,Stan,166
2026-12-07,Bob,0,Ivan,1320
2026-12-07,Bob,2,Reef,379
2026-12-07,Bob,4,Kirk,1181
2026-12-07,Bob,5,Reef,287
2026-12-07,Bob,6,Ivan,1050
2026-12-07,Charlie,1,York,286
2026-12-07,Charlie,2,Kris,1251
2026-12-08,Alice,0,Stan,311
2026-12-08,Alice,1,Boyd,149
2026-12-08,Alice,2,Sol,313
2026-12-08,Alice,3,Reef,193
2026-12-08,Bob,0,Kirk,1111
2026-12-08,Bob,1,Hook,1224
2026-12-08,Bob,2,Hook,1318
2026-12-08,Bob,3,Quin,1218
2026-12-08,Bob,4,Quin,1327
2026-12-08,Bob,6,Boyd,1300
2026-12-08,Charlie,0,Quin,1308
2026-12-08,Charlie,1,Quin,1164
2026-12-08,Charlie,2,Fate,1257
2026-12-08,Charlie,4,Hook,337
2026-12-08,Charlie,5,Fate,1044
2026-12-09,Alice,0,Reef,196
2026-12-09,Alice,1,Sol,295
2026-12-09,Alice,2,Fate,1325
2026-12-09,Bob,0,Quin,1261
2026-12-09,Bob,2,Kris,399
2026-12-09,Bob,3,Kris,197
2026-12-09,Bob,4,Reef,1107
2026-12-09,Bob,5,Fate,1325
2026-12-09,Bob,6,York,192
2026-12-09,Charlie,0,Task,1193
2026-12-09,Charlie,1,Kirk,1390
2026-12-09,Charlie,2,Task,1278
2026-12-09,Charlie,3,Ivan,187
2026-12-09,Charlie,4,Gaol,1224
2026-12-09,Charlie,5,Hook,211
2026-12-10,Alice,0,Kirk,1025
2026-12-10,Alice,2,Ivan,1078
2026-12-10,Alice,3,Ivan,1349
2026-12-10,Bob,0,Kris,211
2026-12-10,Bob,1,Gaol,1296
2026-12-10,Bob,2,Quin,1308
2026-12-10,Bob,3,Sol,248
2026-12-10,Bob,4,Quin,1099
2026-12-10,Bob,5,York,224
2026-12-10,Bob,6,Kirk,1076
2026-12-10,Charlie,0,Reef,1066
2026-12-10,Charlie,1,Reef,1216
2026-12-10,Charlie,2,Quin,1176
2026-12-10,Charlie,3,Fate,1183
2026-12-10,Charlie,4,Fate,1338
2026-12-10,Charlie,5,Boyd,168
2026-12-11,Alice,0,York,290
2026-12-11,Alice,1,Ivan,305
2026-12-11,Alice,3,Reef,258
2026-12-11,Bob,0,Quin,1253
2026-12-11,Bob,1,Ivan,1306
2026-12-11,Bob,2,Ivan,1279
2026-12-11,Bob,3,Sol,337
2026-12-11,Bob,4,Stan,186
2026-12-11,Bob,6,York,238
2026-12-11,Charlie,2,Stan,171
2026-12-11,Charlie,4,Fate,1144
2026-12-11,Charlie,5,Kris,259
2026-12-12,Alice,0,Fate,1133
2026-12-12,Alice,1,Hook,277
2026-12-12,Alice,2,Boyd,234
2026-12-12,Alice,3,Quin,1388
2026-12-12,Bob,0,Sol,192
2026-12-12,Bob,1,Task,219
2026-12-12,Bob,2,Gaol,1235
2026-12-12,Bob,4,York,198
2026-12-12,Bob,6,Ivan,193
2026-12-12,Charlie,0,Kris,305
2026-12-12,Charlie,1,York,375
2026-12-12,Charlie,3,Task,310
2026-12-12,Charlie,4,Reef,414
2026-12-12,Charlie,5,Gaol,1060
2026-12-13,Alice,0,Stan,231
2026-12-13,Alice,1,York,1087
2026-12-13,Alice,3,York,1076
2026-12-13,Bob,0,Kris,343
2026-12-13,Bob,1,Sol,1144
2026-12-13,Bob,2,Fate,1406
2026-12-13,Bob,3,Quin,1284
2026-12-13,Bob,5,Gaol,1273
2026-12-13,Charlie,0,Fate,1341
2026-12-13,Charlie,1,Fate,1361
2026-12-13,Charlie,2,Boyd,152
2026-12-13,Charlie,3,Gaol,1288
2026-12-13,Charlie,4,Quin,1145
2026-12-13,Charlie,5,Ivan,234
2026-12-14,Alice,0,Reef,1276
2026-12-14,Alice,3,Kirk,1115
2026-12-14,Bob,1,Hook,263
2026-12-14,Bob,2,Stan,256
2026-12-14,Bob,4,Hook,136
2026-12-14,Bob,5,Ivan,1390
2026-12-14,Bob,6,Fate,1129
2026-12-14,Charlie,1,Quin,1152
2026-12-14,Charlie,3,Gaol,1227
2026-12-14,Charlie,4,Reef,266
2026-12-15,Alice,0,Quin,1083
2026-12-15,Alice,1,Kris,207
2026-12-15,Alice,2,Reef,240
2026-12-15,Alice,3,Fate,1313
2026-12-15,Bob,0,Stan,1307
2026-12-15,Bob,1,Ivan,341
2026-12-15,Bob,2,Kris,310
2026-12-15,Bob,3,Boyd,1185
2026-12-15,Bob,4,Boyd,1025
2026-12-15,Bob,5,Stan,1356
2026-12-15,Charlie,0,Sol,165
2026-12-15,Charlie,1,Ivan,260
2026-12-15,Charlie,2,Kris,303
2026-12-15,Charlie,4,Boyd,240
2026-12-15,Charlie,5,Gaol,1412
2026-12-16,Alice,0,Reef,262
2026-12-16,Alice,1,Stan,132
2026-12-16,Alice,2,Task,146
2026-12-16,Alice,3,Boyd,266
2026-12-16,Bob,1,Hook,272
2026-12-16,Bob,2,Hook,201
2026-12-16,Bob,3,Boyd,197
2026-12-16,Bob,4,Boyd,346
2026-12-16,Bob,5,Reef,1206
2026-12-16,Bob,6,Fate,1169
2026-12-16,Charlie,0,Fate,1095
2026-12-16,Charlie,2,Gaol,1363
2026-12-16,Charlie,3,Reef,255
2026-12-16,Charlie,4,Sol,1292
2026-12-17,Alice,0,Kirk,1259
2026-12-17,Alice,1,Kris,1364
2026-12-17,Alice,2,Kris,1380
2026-12-17,Alice,3,Quin,1167
2026-12-17,Bob,0,Stan,1115
2026-12-17,Bob,1,Quin,1360
2026-12-17,Bob,2,Stan,1322
2026-12-17,Bob,3,Gaol,1287
2026-12-17,Bob,6,Hook,1278
2026-12-17,Charlie,1,Gaol,1480
2026-12-17,Charlie,2,Quin,1146
2026-12-17,Charlie,4,Sol,337
2026-12-17,Charlie,5,Task,172
2026-12-18,Alice,0,Gaol,979
2026-12-18,Alice,2,Fate,1153
2026-12-18,Alice,3,Hook,270
2026-12-18,Bob,0,Stan,284
2026-12-18,Bob,2,Reef,1269
2026-12-18,Bob,3,Gaol,1025
2026-12-18,Bob,4,Reef,1395
2026-12-18,Bob,5,Kris,1128
2026-12-18,Bob,6,Task,251
2026-12-18,Charlie,0,Ivan,396
2026-12-18,Charlie,1,Kirk,1256
2026-12-18,Charlie,3,Fate,1186
2026-12-18,Charlie,4,Stan,202
2026-12-18,Charlie,5,Boyd,300
2026-12-19,Alice,1,Task,1191
2026-12-19,Alice,2,Ivan,205
2026-12-19,Bob,0,Boyd,1140
2026-12-19,Bob,1,Gaol,1197
2026-12-19,Bob,2,Kris,129
2026-12-19,Bob,3,Ivan,1290
2026-12-19,Bob,5,Quin,1211
2026-12-19,Bob,6,York,323
2026-12-19,Charlie,0,Hook,1057
2026-12-19,Charlie,2,Gaol,1265
2026-12-19,Charlie,3,Boyd,244
2026-12-19,Charlie,4,York,240
2026-12-20,Alice,0,Kirk,1245
2026-12-20,Alice,1,Kris,160
2026-12-20,Alice,2,Stan,221
2026-12-20,Alice,3,Kirk,1211
2026-12-20,Bob,0,Sol,1117
2026-12-20,Bob,1,Hook,318
2026-12-20,Bob,3,Boyd,276
2026-12-20,Bob,4,Sol,1174
2026-12-20,Bob,5,York,292
2026-12-20,Bob,6,Gaol,1269
2026-12-20,Charlie,2,York,1086
2026-12-20,Charlie,3,Fate,1189
2026-12-20,Charlie,4,Fate,1376
2026-12-20,Charlie,5,Quin,1284
2026-12-21,Alice,0,Hook,177
2026-12-21,Alice,1,Kirk,1284
2026-12-21,Alice,2,Boyd,289
2026-12-21,Alice,3,Gaol,1352
2026-12-21,Bob,3,Hook,195
2026-12-21,Bob,4,Kirk,1229
2026-12-21,Bob,5,Task,248
2026-12-21,Bob,6,Reef,1273
2026-12-21,Charlie,0,Fate,1236
2026-12-21,Charlie,1,Stan,1307
2026-12-21,Charlie,2,Stan,1237
2026-12-21,Charlie,3,Stan,1223
2026-12-21,Charlie,4,Kirk,1399
2026-12-21,Charlie,5,Sol,184
2026-12-22,Alice,0,Hook,218
2026-12-22,Alice,1,Quin,956
2026-12-22,Alice,2,York,323
2026-12-22,Alice,3,Task,248
2026-12-22,Bob,0,Hook,241
2026-12-22,Bob,1,Sol,191
2026-12-22,Bob,2,Reef,1266
2026-12-22,Bob,3,Fate,1202
2026-12-22,Bob,4,Kirk,1177
2026-12-22,Bob,6,Reef,1158
2026-12-22,Charlie,0,Kris,1155
2026-12-22,Charlie,2,Quin,1299
2026-12-22,Charlie,3,Kris,1319
2026-12-22,Charlie,4,Gaol,1191
2026-12-22,Charlie,5,Quin,1218
2026-12-23,Alice,0,Quin,1571
2026-12-23,Alice,1,Hook,277
2026-12-23,Alice,2,Stan,1063
2026-12-23,Alice,3,Stan,1147
2026-12-23,Bob,1,Fate,1285
2026-12-23,Bob,2,Kirk,1531
2026-12-23,Bob,3,Sol,1162
2026-12-23,Bob,4,York,254
2026-12-23,Bob,5,Sol,1230
2026-12-23,Bob,6,Reef,302
2026-12-23,Charlie,0,Fate,1357
2026-12-23,Charlie,1,Stan,276
2026-12-23,Charlie,2,Kris,207
2026-12-23,Charlie,3,Hook,241
2026-12-23,Charlie,4,York,104
2026-12-23,Charlie,5,Ivan,272
2026-12-24,Alice,0,Task,200
2026-12-24,Alice,1,Hook,1220
2026-12-24,Alice,2,Hook,1261
2026-12-24,Bob,0,Quin,1409
2026-12-24,Bob,1,Fate,1219
2026-12-24,Bob,2,Kris,982
2026-12-24,Bob,3,Stan,363
2026-12-24,Bob,4,Hook,1012
2026-12-24,Bob,5,Hook,1363
2026-12-24,Bob,6,Kirk,1428
2026-12-24,Charlie,0,Kris,1230
2026-12-24,Charlie,3,Kris,1265
2026-12-24,Charlie,4,Task,316
2026-12-24,Charlie,5,Kris,1608
2026-12-25,Alice,0,Kris,184
2026-12-25,Alice,2,Ivan,262
2026-12-25,Alice,3,York,1423
2026-12-25,Bob,0,Kris,1302
2026-12-25,Bob,1,Kris,1242
2026-12-25,Bob,2,Ivan,1482
2026-12-25,Bob,3,Reef,379
2026-12-25,Bob,4,York,111
2026-12-25,Bob,5,Kirk,1226
2026-12-25,Bob,6,Boyd,236
2026-12-25,Charlie,0,Gaol,1097
2026-12-25,Charlie,1,Gaol,1512
2026-12-25,Charlie,2,Kirk,1508
2026-12-25,Charlie,4,Task,241
2026-12-25,Charlie,5,Gaol,1151
2026-12-26,Alice,0,Kirk,1274
2026-12-26,Alice,1,Quin,1167
2026-12-26,Alice,3,Ivan,388
2026-12-26,Bob,0,Ivan,288
2026-12-26,Bob,1,Task,1304
2026-12-26,Bob,2,Task,1204
2026-12-26,Bob,3,Boyd,295
2026-12-26,Bob,4,York,182
2026-12-26,Bob,5,Stan,132
2026-12-26,Bob,6,Quin,1008
2026-12-26,Charlie,0,Boyd,1228
2026-12-26,Charlie,1,Task,165
2026-12-26,Charlie,2,Sol,196
2026-12-26,Charlie,3,Kris,309
2026-12-26,Charlie,5,Stan,202
2026-12-27,Alice,0,Gaol,1108
2026-12-27,Alice,2,Ivan,365
2026-12-27,Bob,0,Task,302
2026-12-27,Bob,1,Gaol,1118
2026-12-27,Bob,3,Kirk,1333
2026-12-27,Bob,4,Gaol,1108
2026-12-27,Bob,5,Boyd,326
2026-12-27,Bob,6,Boyd,346
2026-12-27,Charlie,0,Quin,1211
2026-12-27,Charlie,1,Ivan,375
2026-12-27,Charlie,2,Fate,1187
2026-12-27,Charlie,3,York,302
2026-12-27,Charlie,4,Task,329
2026-12-27,Charlie,5,Hook,168
2026-12-28,Alice,0,Reef,181
2026-12-28,Alice,1,Stan,203
2026-12-28,Alice,2,Task,268
2026-12-28,Bob,1,Gaol,1112
2026-12-28,Bob,2,Reef,294
2026-12-28,Bob,3,Stan,1140
2026-12-28,Bob,4,Task,269
2026-12-28,Bob,5,Stan,1166
2026-12-28,Bob,6,Task,291
2026-12-28,Charlie,0,Boyd,185
2026-12-28,Charlie,2,Task,166
2026-12-28,Charlie,3,Stan,126
2026-12-28,Charlie,4,Fate,1072
2026-12-28,Charlie,5,Kris,236
2026-12-29,Alice,0,Hook,189
2026-12-29,Alice,1,Stan,190
2026-12-29,Alice,2,Sol,335
2026-12-29,Alice,3,Kris,180
2026-12-29,Bob,0,Kris,218
2026-12-29,Bob,1,Sol,1141
2026-12-29,Bob,2,Reef,302
2026-12-29,Bob,3,Sol,1168
2026-12-29,Bob,4,Hook,382
2026-12-29,Bob,5,York,240
2026-12-29,Bob,6,Gaol,1194
2026-12-29,Charlie,0,Boyd,233
2026-12-29,Charlie,1,Kirk,1157
2026-12-29,Charlie,2,Stan,64
2026-12-29,Charlie,3,Kris,190
2026-12-29,Charlie,4,Hook,1329
2026-12-29,Charlie,5,Hook,1189
2026-12-30,Alice,0,Task,389
2026-12-30,Alice,1,Gaol,1415
2026-12-30,Alice,2,Kris,1363
2026-12-30,Bob,0,Stan,196
2026-12-30,Bob,1,Kris,1193
2026-12-30,Bob,2,York,236
2026-12-30,Bob,3,Reef,229
2026-12-30,Bob,4,Kirk,1166
2026-12-30,Bob,5,Task,261
2026-12-30,Bob,6,Kris,1247
2026-12-30,Charlie,1,Kirk,1222
2026-12-30,Charlie,2,Gaol,1269
2026-12-30,Charlie,3,Task,346
2026-12-30,Charlie,4,Stan,1200
2026-12-30,Charlie,5,Task,1401
2026-12-31,Alice,0,Task,240
2026-12-31,Alice,1,Kris,285
2026-12-31,Alice,2,Gaol,1226
2026-12-31,Alice,3,Boyd,303
2026-12-31,Bob,0,Boyd,1114
2026-12-31,Bob,1,Hook,296
2026-12-31,Bob,2,Boyd,941
2026-12-31,Bob,3,Reef,276
2026-12-31,Bob,6,Sol,352
2026-12-31,Charlie,0,Fate,1422
2026-12-31,Charlie,1,York,386
2026-12-31,Charlie,2,Hook,288
2027-01-01,Alice,0,Kris,244
2027-01-01,Alice,1,Kirk,922
2027-01-01,Alice,2,Task,215
2027-01-01,Alice,3,Hook,1085
2027-01-01,Bob,0,Hook,299
2027-01-01,Bob,1,Stan,242
2027-01-01,Bob,3,Sol,1065
2027-01-01,Charlie,0,Hook,341
2027-01-01,Charlie,1,Hook,394
2027-01-01,Charlie,2,Ivan,1297
2027-01-01,Charlie,4,Ivan,1269
2027-01-01,Charlie,5,Ivan,1277
2027-01-02,Alice,2,Kris,342
2027-01-02,Alice,3,Ivan,159
2027-01-02,Bob,0,Kris,1053
2027-01-02,Bob,1,Fate,1276
2027-01-02,Bob,2,Sol,283
2027-01-02,Bob,3,Kris,1035
2027-01-02,Bob,4,Task,208
2027-01-02,Bob,5,Fate,1287
2027-01-02,Bob,6,Quin,1483
2027-01-02,Charlie,0,Sol,973
2027-01-02,Charlie,1,Kris,258
2027-01-02,Charlie,2,Quin,1045
2027-01-02,Charlie,3,Fate,1358
2027-01-02,Charlie,5,Reef,120
2027-01-03,Alice,1,Hook,206
2027-01-03,Alice,2,Quin,1498
2027-01-03,Alice,3,Task,380
2027-01-03,Bob,0,Gaol,1254
2027-01-03,Bob,4,Task,216
2027-01-03,Bob,5,Fate,1284
2027-01-03,Bob,6,Ivan,199
2027-01-03,Charlie,0,Task,310
2027-01-03,Charlie,1,Hook,333
2027-01-03,Charlie,2,York,320
2027-01-03,Charlie,3,Boyd,158
2027-01-03,Charlie,4,Stan,237
2027-01-03,Charlie,5,Quin,1362
2027-01-04,Alice,0,Ivan,222
2027-01-04,Alice,1,Reef,231
2027-01-04,Alice,2,Kirk,1324
2027-01-04,Bob,0,Quin,1134
2027-01-04,Bob,2,Boyd,1238
2027-01-04,Bob,3,Kris,236
2027-01-04,Bob,4,Reef,278
2027-01-04,Bob,5,Kris,238
2027-01-04,Bob,6,Boyd,1176
2027-01-04,Charlie,0,Boyd,988
2027-01-04,Charlie,1,Fate,1212
2027-01-04,Charlie,2,Hook,313
2027-01-04,Charlie,3,York,185
2027-01-04,Charlie,4,Boyd,973
2027-01-04,Charlie,5,Boyd,1325
2027-01-05,Alice,0,Gaol,1185
2027-01-05,Alice,1,Reef,1346
2027-01-05,Alice,2,Reef,1214
2027-01-05,Alice,3,Task,423
2027-01-05,Bob,1,Sol,223
2027-01-05,Bob,2,Stan,1129
2027-01-05,Bob,3,Fate,1333
2027-01-05,Bob,4,Stan,1163
2027-01-05,Bob,5,Fate,1148
2027-01-05,Bob,6,Kirk,1280
2027-01-05,Charlie,0,Reef,361
2027-01-05,Charlie,1,Sol,302
2027-01-05,Charlie,2,York,219
2027-01-05,Charlie,3,Kirk,1072
2027-01-05,Charlie,4,Ivan,1368
2027-01-05,Charlie,5,Kris,318
2027-01-06,Alice,0,Hook,1273
2027-01-06,Alice,1,Kris,87
2027-01-06,Alice,2,Reef,222
2027-01-06,Bob,0,Hook,240
2027-01-06,Bob,1,Ivan,1200
2027-01-06,Bob,3,Kris,317
2027-01-06,Bob,4,Reef,240
2027-01-06,Bob,5,Ivan,1213
2027-01-06,Bob,6,York,266
2027-01-06,Charlie,0,Ivan,358
2027-01-06,Charlie,1,York,1117
2027-01-06,Charlie,2,York,1346
2027-01-06,Charlie,3,Gaol,1376
2027-01-06,Charlie,4,Task,343
2027-01-06,Charlie,5,Reef,243
2027-01-07,Alice,0,Quin,1241
2027-01-07,Alice,1,York,204
2027-01-07,Alice,2,Hook,1473
2027-01-07,Bob,1,Sol,264
2027-01-07,Bob,2,Kris,147
2027-01-07,Bob,3,Task,201
2027-01-07,Bob,4,Fate,1362
2027-01-07,Bob,5,Hook,169
2027-01-07,Bob,6,Fate,1240
2027-01-07,Charlie,0,Hook,315
2027-01-07,Charlie,1,Kirk,1215
2027-01-07,Charlie,2,Ivan,1279
2027-01-07,Charlie,4,Ivan,1297
2027-01-07,Charlie,5,York,196
2027-01-08,Alice,0,York,110
2027-01-08,Alice,1,Quin,1301
2027-01-08,Alice,3,Quin,1464
2027-01-08,Bob,0,Boyd,434
2027-01-08,Bob,3,York,1298
2027-01-08,Bob,4,Reef,300
2027-01-08,Bob,5,York,1400
2027-01-08,Charlie,0,York,323
2027-01-08,Charlie,1,Kris,303
2027-01-08,Charlie,2,Hook,395
2027-01-08,Charlie,3,Gaol,1199
2027-01-08,Charlie,4,Ivan,328
2027-01-09,Alice,0,Fate,1614
2027-01-09,Alice,1,Sol,263
2027-01-09,Alice,2,Boyd,98
2027-01-09,Alice,3,Hook,223
2027-01-09,Bob,0,Fate,1373
2027-01-09,Bob,1,Task,247
2027-01-09,Bob,3,Reef,303
2027-01-09,Bob,4,Quin,1254
2027-01-09,Bob,5,Ivan,227
2027-01-09,Charlie,0,Kirk,1231
2027-01-09,Charlie,1,Task,233
2027-01-09,Charlie,2,Quin,1433
2027-01-09,Charlie,4,Stan,159
2027-01-09,Charlie,5,Reef,276
2027-01-10,Alice,0,Kirk,1196
2027-01-10,Alice,3,Gaol,1253
2027-01-10,Bob,0,Quin,1094
2027-01-10,Bob,3,Gaol,1175
2027-01-10,Bob,4,Fate,1189
2027-01-10,Bob,5,Quin,1423
2027-01-10,Bob,6,Fate,1032
2027-01-10,Charlie,1,Kirk,1170
2027-01-10,Charlie,2,Reef,259
2027-01-10,Charlie,3,Ivan,148
2027-01-10,Charlie,4,York,1206
2027-01-11,Alice,2,Ivan,198
2027-01-11,Alice,3,Stan,287
2027-01-11,Bob,0,Sol,202
2027-01-11,Bob,1,Ivan,1067
2027-01-11,Bob,3,Gaol,1477
2027-01-11,Bob,5,Ivan,1472
2027-01-11,Bob,6,Hook,120
2027-01-11,Charlie,0,Kris,245
2027-01-11,Charlie,1,Hook,145
2027-01-11,Charlie,2,York,323
2027-01-11,Charlie,3,Boyd,1077
2027-01-11,Charlie,4,Boyd,1118
2027-01-11,Charlie,5,Kirk,1378
2027-01-12,Alice,1,Quin,1139
2027-01-12,Alice,3,Task,1365
2027-01-12,Bob,0,Ivan,227
2027-01-12,Bob,1,Kirk,1182
2027-01-12,Bob,2,Sol,396
2027-01-12,Bob,3,Reef,227
2027-01-12,Bob,4,Boyd,396
2027-01-12,Bob,5,Hook,176
2027-01-12,Bob,6,Kris,260
2027-01-12,Charlie,1,Fate,1398
2027-01-12,Charlie,3,Reef,1279
2027-01-12,Charlie,4,Boyd,366
2027-01-12,Charlie,5,Kris,184
2027-01-13,Alice,0,Stan,277
2027-01-13,Alice,3,Task,266
2027-01-13,Bob,0,York,378
2027-01-13,Bob,2,Reef,174
2027-01-13,Bob,3,Reef,317
2027-01-13,Bob,4,Stan,250
2027-01-13,Bob,5,Kirk,1302
2027-01-13,Bob,6,Hook,1035
2027-01-13,Charlie,0,Kirk,1345
2027-01-13,Charlie,2,Reef,263
2027-01-13,Charlie,3,Hook,147
2027-01-13,Charlie,4,Stan,271
2027-01-14,Alice,0,York,1226
2027-01-14,Alice,1,York,1464
2027-01-14,Alice,2,Stan,198
2027-01-14,Alice,3,Stan,159
2027-01-14,Bob,3,Ivan,173
2027-01-14,Bob,4,Fate,1343
2027-01-14,Bob,5,York,159
2027-01-14,Charlie,3,Fate,1317
2027-01-14,Charlie,5,Sol,244
2027-01-15,Alice,0,Boyd,124
2027-01-15,Alice,1,Ivan,250
2027-01-15,Alice,3,Fate,1504
2027-01-15,Bob,0,Hook,225
2027-01-15,Bob,1,Task,355
2027-01-15,Bob,2,Quin,1398
2027-01-15,Bob,3,Kirk,1392
2027-01-15,Bob,4,Boyd,1220
2027-01-15,Bob,5,Fate,1329
2027-01-15,Bob,6,Fate,1233
2027-01-15,Charlie,0,Boyd,225
2027-01-15,Charlie,2,Reef,1330
2027-01-15,Charlie,3,Hook,330
2027-01-15,Charlie,4,Stan,241
2027-01-15,Charlie,5,Ivan,282
2027-01-16,Alice,0,Sol,159
2027-01-16,Alice,1,Kris,286
2027-01-16,Bob,0,Task,234
2027-01-16,Bob,2,Reef,230
2027-01-16,Bob,3,Boyd,1068
2027-01-16,Bob,4,Sol,217
2027-01-16,Bob,5,Boyd,1349
2027-01-16,Bob,6,Stan,263
2027-01-16,Charlie,0,Sol,205
2027-01-16,Charlie,2,Gaol,1187
2027-01-16,Charlie,3,Kris,1251
2027-01-16,Charlie,4,Kris,1075
2027-01-16,Charlie,5,Fate,1340
2027-01-17,Alice,0,Task,1278
2027-01-17,Alice,1,York,257
2027-01-17,Alice,2,Sol,107
2027-01-17,Alice,3,Task,1290
2027-01-17,Bob,2,Boyd,294
2027-01-17,Bob,3,Reef,252
2027-01-17,Bob,4,Task,317
2027-01-17,Bob,5,Hook,310
2027-01-17,Charlie,0,Sol,263
2027-01-17,Charlie,1,Kris,159
2027-01-17,Charlie,2,Fate,1027
2027-01-17,Charlie,3,Boyd,295
2027-01-17,Charlie,4,Reef,400
2027-01-17,Charlie,5,Hook,342
2027-01-18,Alice,0,Gaol,1186
2027-01-18,Alice,1,Fate,1028
2027-01-18,Alice,2,Sol,286
2027-01-18,Alice,3,Ivan,300
2027-01-18,Bob,0,Stan,295
2027-01-18,Bob,2,Kirk,1194
2027-01-18,Bob,3,York,248
2027-01-18,Bob,5,Hook,193
2027-01-18,Bob,6,Kris,204
2027-01-18,Charlie,1,Hook,81
2027-01-18,Charlie,2,Reef,234
2027-01-18,Charlie,3,Quin,1156
2027-01-18,Charlie,4,Stan,321
2027-01-18,Charlie,5,Fate,1289
2027-01-19,Alice,1,Ivan,315
2027-01-19,Alice,2,Hook,231
2027-01-19,Alice,3,Stan,211
2027-01-19,Bob,0,Fate,1152
2027-01-19,Bob,1,Boyd,212
2027-01-19,Bob,2,Ivan,216
2027-01-19,Bob,3,Fate,1165
2027-01-19,Bob,4,Sol,1240
2027-01-19,Bob,5,Sol,177
2027-01-19,Bob,6,Quin,1318
2027-01-19,Charlie,1,Task,1377
2027-01-19,Charlie,2,Fate,1123
2027-01-19,Charlie,3,Kirk,1142
2027-01-19,Charlie,4,York,212
2027-01-20,Alice,0,Kirk,1311
2027-01-20,Alice,3,Fate,1331
2027-01-20,Bob,0,Quin,1125
2027-01-20,Bob,1,York,97
2027-01-20,Bob,3,Quin,1156
2027-01-20,Bob,4,Kirk,1386
2027-01-20,Bob,5,Hook,204
2027-01-20,Bob,6,Ivan,311
2027-01-20,Charlie,0,Kirk,1211
2027-01-20,Charlie,1,Kirk,1238
2027-01-20,Charlie,2,Gaol,1226
2027-01-20,Charlie,3,Task,1294
2027-01-20,Charlie,4,Quin,1210
2027-01-20,Charlie,5,Stan,183
2027-01-21,Alice,0,Reef,93
2027-01-21,Alice,1,Fate,1121
2027-01-21,Alice,2,Quin,1320
2027-01-21,Alice,3,Ivan,332
2027-01-21,Bob,0,Boyd,251
2027-01-21,Bob,1,Gaol,1209
2027-01-21,Bob,2,Task,268
2027-01-21,Bob,6,Stan,228
2027-01-21,Charlie,0,Kris,227
2027-01-21,Charlie,1,Sol,1255
2027-01-21,Charlie,2,Hook,224
2027-01-21,Charlie,3,Hook,323
2027-01-21,Charlie,5,Sol,1313
2027-01-22,Alice,0,Hook,176
2027-01-22,Alice,1,Kris,1398
2027-01-22,Alice,2,Kris,1209
2027-01-22,Bob,0,Reef,263
2027-01-22,Bob,1,Quin,1204
2027-01-22,Bob,2,Kirk,1529
2027-01-22,Bob,3,Task,213
2027-01-22,Bob,5,Ivan,203
2027-01-22,Bob,6,Kirk,1255
2027-01-22,Charlie,0,Reef,244
2027-01-22,Charlie,1,Fate,1278
2027-01-22,Charlie,2,Quin,1324
2027-01-22,Charlie,3,Hook,223
2027-01-22,Charlie,4,Task,206
2027-01-22,Charlie,5,Sol,275
2027-01-23,Alice,0,Stan,343
2027-01-23,Alice,1,Sol,199
2027-01-23,Alice,2,Task,284
2027-01-23,Alice,3,Ivan,293
2027-01-23,Bob,1,Sol,247
2027-01-23,Bob,2,Stan,246
2027-01-23,Bob,3,Ivan,1439
2027-01-23,Bob,4,Ivan,1318
2027-01-23,Bob,5,Fate,1341
2027-01-23,Bob,6,Reef,269
2027-01-23,Charlie,0,Boyd,121
2027-01-23,Charlie,1,Hook,191
2027-01-23,Charlie,2,Kirk,1123
2027-01-23,Charlie,4,Quin,1150
2027-01-23,Charlie,5,Ivan,247
2027-01-24,Alice,0,Quin,1250
